ORDER_ID,CUSTOMER_ID,STORE_ID,EMPLOYEE_ID,ORDER_DATE,REQUIRED_DATE,SHIP_DATE,ORDER_STATUS,SHIP_METHOD,SHIPPING_ADDRESS_ID,TOTAL_AMOUNT,TAX_AMOUNT,SHIPPING_COST,DISCOUNT_AMOUNT,FINAL_AMOUNT,PAYMENT_METHOD,PAYMENT_STATUS,NOTES
161,1694,37,134,2024-08-25,2024-09-03,2024-08-26,Delivered,Same Day,,30676.41,4601.46,32,3063.59,32246.27,JazzCash,Completed,Order placed by Shahzad Jafri
162,1406,39,171,2024-01-03,2024-01-12,2024-01-06,Shipped,Courier,,350013.89,52502.08,24,46143.11,356396.86,Credit Card,Completed,Order placed by Hussein Naqvi
163,672,11,290,2023-08-29,2023-09-06,,Processing,Same Day,,316172.61,47425.89,147,23194.39,340551.12,Cash,Pending,Order placed by Aisha Zahid
164,1892,6,194,2024-04-28,2024-05-10,2024-05-04,Shipped,Standard,,197531.61,29629.74,451,14000.39,213611.96,Credit Card,Completed,Order placed by Umar Iqbal
165,307,42,272,2023-10-07,2023-10-09,2023-10-14,Shipped,Pickup,,259365.04,38904.76,404,29168.96,269504.84,EasyPaisa,Completed,Order placed by Zayan Akhtar
166,555,37,181,2024-12-25,2025-01-02,2024-12-29,Delivered,Courier,,284914.61,42737.19,184,40952.39,286883.41,EasyPaisa,Completed,Order placed by Rayyan Akhtar
167,19,12,245,2024-06-05,2024-06-08,,Processing,Standard,,17909.44,2686.42,433,2172.56,18856.3,EasyPaisa,Pending,Order placed by Abdullah Qureshi
168,919,41,65,2024-11-16,2024-11-28,2024-11-22,Shipped,Pickup,,42506.56,6375.98,210,2713.44,46379.11,Debit Card,Completed,Order placed by Sana Naeem
169,1250,15,192,2025-04-05,2025-04-10,2025-04-11,Shipped,Pickup,,302813.27,45421.99,9,19360.73,328883.54,Mobile Banking,Completed,Order placed by Rayyan Rashid
170,772,67,49,2023-12-30,2024-01-09,2024-01-04,Shipped,Standard,,189894.58,28484.19,433,27642.42,191169.34,EasyPaisa,Completed,Order placed by Sumaya Shah
171,286,48,182,2023-11-27,2023-11-28,2023-11-28,Delivered,Pickup,,151838.19,22775.73,358,32021.81,142950.1,Debit Card,Completed,Order placed by Amaan Raza
172,1803,27,179,2024-06-01,2024-06-02,2024-06-04,Shipped,Same Day,,37965.12,5694.77,86,7346.88,36399.02,Bank Transfer,Completed,Order placed by Sadia Farooq
173,305,10,225,2024-09-03,2024-09-14,2024-09-10,Delivered,Courier,,660012.15,99001.82,142,73607.85,685548.13,Mobile Banking,Completed,Order placed by Arham Khan
174,461,7,199,2023-09-15,2023-09-23,,Pending,Express,,201807.89,30271.18,387,22978.11,209487.97,Bank Transfer,Pending,Order placed by Sumaya Iqbal
175,1073,70,28,2025-02-12,2025-02-15,2025-02-13,Shipped,Standard,,49771.81,7465.77,92,3045.19,54284.39,JazzCash,Completed,Order placed by Haris Abbas
176,498,12,245,2025-08-20,2025-08-22,2025-08-25,Shipped,Pickup,,203470.73,30520.61,388,45913.27,188466.07,Credit Card,Completed,Order placed by Jannat Iqbal
177,639,37,181,2024-08-30,2024-09-05,2024-09-06,Shipped,Pickup,,252132.44,37819.87,395,15985.56,274361.75,Bank Transfer,Completed,Order placed by Alina Saeed
178,1162,24,124,2024-02-10,2024-02-14,2024-02-14,Shipped,Same Day,,188047.89,28207.18,347,26214.11,190387.96,EasyPaisa,Completed,Order placed by Nida Iqbal
179,889,70,28,2024-03-30,2024-04-07,2024-04-03,Delivered,Standard,,254485.76,38172.86,40,17803.24,274895.39,Credit Card,Completed,Order placed by Aisha Iqbal
180,1638,38,257,2023-10-26,2023-10-30,2023-10-27,Delivered,Courier,,388771.97,58315.8,420,35497.03,412010.74,Credit Card,Completed,Order placed by Arham Hussain
181,1525,13,255,2025-03-17,2025-03-30,2025-03-18,Delivered,Express,,330799.31,49619.9,18,35074.69,345362.52,Mobile Banking,Completed,Order placed by Usman Akhtar
182,111,67,49,2025-05-16,2025-05-25,2025-05-23,Shipped,Express,,163871.77,24580.77,0,13900.23,174552.3,Debit Card,Completed,Order placed by Zayan Raza
183,1999,9,89,2024-04-14,2024-04-23,2024-04-20,Shipped,Standard,,140085.93,21012.89,186,8681.07,152603.75,Bank Transfer,Completed,Order placed by Sumaya Naqvi
184,951,68,135,2024-07-29,2024-08-04,2024-07-30,Delivered,Courier,,253553.73,38033.06,378,20999.27,270965.52,EasyPaisa,Completed,Order placed by Umar Khalid
185,1530,48,182,2024-01-24,2024-01-27,2024-01-29,Shipped,Same Day,,391062.29,58659.34,129,31214.71,418635.92,EasyPaisa,Completed,Order placed by Haris Ahmed
186,1581,7,104,2025-07-23,2025-07-27,2025-07-30,Delivered,Express,,273781.26,41067.19,254,35218.74,279883.7,Debit Card,Completed,Order placed by Bilal Qureshi
187,314,56,244,2023-09-24,2023-10-06,,Processing,Courier,,341724.33,51258.65,53,21417.67,371618.32,Bank Transfer,Pending,Order placed by Shahzad Jafri
188,154,52,79,2024-04-13,2024-04-18,2024-04-17,Shipped,Standard,,82945.29,12441.79,17,17449.71,77954.37,Mobile Banking,Completed,Order placed by Ahmed Farooq
189,1938,31,12,2024-03-04,2024-03-05,,Pending,Same Day,,52866.28,7929.94,341,6871.72,54265.5,Cash,Pending,Order placed by Ahmed Farooq
190,1115,16,223,2023-10-14,2023-10-15,2023-10-20,Delivered,Same Day,,371292.98,55693.95,119,20367.02,406738.91,Debit Card,Completed,Order placed by Sana Nadeem
191,880,31,137,2025-04-24,2025-05-06,,Processing,Same Day,,393824.18,59073.63,434,24695.82,428635.98,EasyPaisa,Pending,Order placed by Ayesha Siddiqui
192,788,75,191,2024-07-17,2024-07-24,2024-07-20,Delivered,Same Day,,107620.69,16143.1,301,17144.31,106920.49,Cash,Completed,Order placed by Ibrahim Farooq
193,1887,46,110,2025-03-18,2025-03-31,2025-03-20,Shipped,Same Day,,341003.66,51150.55,160,9543.34,382770.88,JazzCash,Completed,Order placed by Bilal Abbas
194,424,31,137,2023-09-28,2023-10-06,2023-10-03,Delivered,Standard,,102060.79,15309.12,269,11879.21,105759.7,Debit Card,Completed,Order placed by Umar Raza
195,1109,4,152,2024-09-29,2024-10-09,2024-10-01,Shipped,Courier,,247785.32,37167.8,75,9154.68,275873.44,Cash,Completed,Order placed by Ayan Raza
196,1413,44,4,2024-05-13,2024-05-24,,Processing,Express,,27061.11,4059.17,138,2838.89,28419.38,Credit Card,Pending,Order placed by Ali Raza
197,1373,25,21,2025-05-23,2025-06-04,2025-05-30,Shipped,Same Day,,133848.19,20077.23,422,22395.81,131951.61,Mobile Banking,Completed,Order placed by Ahmed Khan
198,53,7,104,2023-11-22,2023-12-01,2023-11-24,Shipped,Pickup,,339874.61,50981.19,447,26346.39,364956.42,Credit Card,Completed,Order placed by Hamza Abbas
199,921,73,249,2024-04-09,2024-04-17,,Processing,Courier,,346642.42,51996.36,105,36426.58,362317.19,Mobile Banking,Pending,Order placed by Ayesha Malik
200,679,51,17,2024-01-09,2024-01-20,2024-01-10,Delivered,Express,,29191.95,4378.79,470,3755.05,30285.7,Cash,Completed,Order placed by Zoya Saleem
201,427,35,166,2024-10-30,2024-11-01,2024-11-02,Delivered,Express,,213004.48,31950.67,352,5662.52,239644.63,Bank Transfer,Completed,Order placed by Mariam Akhtar
202,1856,39,67,2023-12-27,2024-01-02,2024-01-01,Delivered,Courier,,85721.4,12858.21,390,1648.6,97321.02,Debit Card,Completed,Order placed by Yusuf Iqbal
203,426,7,150,2025-05-10,2025-05-22,2025-05-14,Shipped,Pickup,,133804.21,20070.63,34,28281.79,125627.05,JazzCash,Completed,Order placed by Zara Raza
204,788,75,127,2025-03-28,2025-04-10,2025-04-04,Delivered,Express,,110684.16,16602.62,285,5581.84,121989.95,JazzCash,Completed,Order placed by Ibrahim Farooq
205,642,4,152,2024-07-14,2024-07-27,,Processing,Pickup,,418409.18,62761.38,64,58281.82,422952.74,Cash,Pending,Order placed by Ayesha Hassan
206,480,48,30,2024-11-02,2024-11-04,2024-11-05,Delivered,Express,,333265.11,49989.77,247,29706.89,353794.98,Credit Card,Completed,Order placed by Sumaya Zaidi
207,1397,44,4,2024-12-23,2025-01-06,2024-12-30,Shipped,Express,,12463.28,1869.49,120,1626.72,12826.05,Cash,Completed,Order placed by Maryam Abbas
208,1,73,81,2025-06-02,2025-06-07,2025-06-03,Delivered,Same Day,,320419.72,48062.96,485,31869.28,337098.4,Credit Card,Completed,Order placed by Aisha Rizvi
209,1699,13,66,2024-03-14,2024-03-24,2024-03-20,Delivered,Same Day,,274390.36,41158.55,207,33615.64,282140.28,Cash,Completed,Order placed by Hania Rizwan
210,70,60,6,2023-12-31,2024-01-01,,Processing,Pickup,,147171.87,22075.78,37,13673.13,155611.53,Cash,Pending,Order placed by Hamza Khalid
211,501,64,263,2024-03-08,2024-03-21,2024-03-11,Delivered,Pickup,,80358.2,12053.73,52,12896.8,79567.12,Debit Card,Completed,Order placed by Abdullah Saleem
212,378,65,240,2023-12-29,2024-01-02,2024-01-01,Shipped,Courier,,162988.03,24448.2,362,9881.97,177916.26,Mobile Banking,Completed,Order placed by Usman Jafri
213,756,14,269,2024-07-31,2024-08-12,2024-08-06,Shipped,Standard,,271219.61,40682.94,333,23204.39,289031.16,Cash,Completed,Order placed by Aisha Ahmed
214,456,8,186,2024-06-24,2024-07-07,,Processing,Pickup,,42281.03,6342.15,217,7034.97,41805.22,Bank Transfer,Pending,Order placed by Sumaya Tariq
215,1934,11,75,2024-08-13,2024-08-24,,Processing,Standard,,430247.75,64537.16,401,69935.25,425250.66,Credit Card,Pending,Order placed by Yusuf Khalid
216,725,32,52,2025-01-07,2025-01-13,2025-01-11,Delivered,Standard,,125368.28,18805.24,184,15169.72,129187.79,Bank Transfer,Completed,Order placed by Zain Rizwan
217,1906,7,150,2025-07-16,2025-07-24,2025-07-19,Shipped,Courier,,245347.3,36802.1,7,18161.7,263994.7,Mobile Banking,Completed,Order placed by Abdullah Siddiqui
218,556,57,62,2024-04-20,2024-04-24,2024-04-22,Delivered,Same Day,,362514.23,54377.13,130,44223.77,372797.59,Credit Card,Completed,Order placed by Hussein Tariq
219,1339,35,166,2025-03-18,2025-03-29,2025-03-23,Shipped,Pickup,,271785.35,40767.8,243,16425.65,296370.5,Mobile Banking,Completed,Order placed by Zain Saleem
220,973,7,156,2025-05-02,2025-05-15,2025-05-09,Shipped,Courier,,236692.66,35503.9,456,24246.34,248406.23,Cash,Completed,Order placed by Hamza Rizwan
221,315,11,75,2024-04-08,2024-04-15,2024-04-12,Shipped,Pickup,,69804.65,10470.7,184,13779.35,66679.99,Credit Card,Completed,Order placed by Zara Ali
222,1702,36,246,2025-03-05,2025-03-13,,Processing,Courier,,367253.41,55088.01,269,30809.59,391800.83,JazzCash,Pending,Order placed by Ali Iqbal
223,1412,15,43,2023-12-12,2023-12-19,2023-12-14,Shipped,Pickup,,88856.59,13328.49,173,7531.41,94826.67,Mobile Banking,Completed,Order placed by Arham Rizvi
224,486,75,271,2024-10-10,2024-10-17,2024-10-16,Shipped,Pickup,,383892.7,57583.91,446,40773.3,401149.31,Debit Card,Completed,Order placed by Muhammad Ahmed
225,1922,26,83,2024-08-16,2024-08-19,2024-08-20,Shipped,Courier,,386879.45,58031.92,241,38340.55,406811.81,Cash,Completed,Order placed by Jannat Rizvi
226,1642,45,31,2024-04-11,2024-04-17,,Pending,Pickup,,218200.17,32730.03,313,13173.83,238069.36,Cash,Pending,Order placed by Arham Waseem
227,563,46,77,2023-10-09,2023-10-21,2023-10-16,Delivered,Courier,,391598.51,58739.78,485,31499.49,419323.81,Debit Card,Completed,Order placed by Maryam Akhtar
228,1973,19,193,2024-05-21,2024-05-22,,Pending,Same Day,,94085.28,14112.79,422,12828.72,95791.36,Cash,Pending,Order placed by Ali Qureshi
229,641,70,11,2024-06-09,2024-06-22,2024-06-10,Shipped,Express,,105769.85,15865.48,246,20336.15,101545.17,JazzCash,Completed,Order placed by Ibrahim Naeem
230,1521,48,115,2023-09-18,2023-09-21,2023-09-25,Delivered,Standard,,137010.74,20551.61,333,24487.26,133408.09,Cash,Completed,Order placed by Umar Hussain
231,833,41,14,2025-08-02,2025-08-04,2025-08-08,Shipped,Same Day,,103912.05,15586.81,49,12296.95,107250.91,Cash,Completed,Order placed by Sumaya Qureshi
232,453,9,5,2025-06-06,2025-06-12,2025-06-11,Shipped,Standard,,452390.52,67858.58,323,38895.48,481676.63,Credit Card,Completed,Order placed by Nida Farooq
233,1614,73,106,2023-11-06,2023-11-20,2023-11-08,Delivered,Express,,94435.75,14165.36,107,2303.25,106404.86,JazzCash,Completed,Order placed by Yusuf Waseem
234,878,59,96,2025-07-03,2025-07-11,,Pending,Courier,,215913.1,32386.96,164,9437.9,239026.16,Credit Card,Pending,Order placed by Alina Malik
235,62,30,183,2025-08-21,2025-08-31,2025-08-28,Shipped,Pickup,,104313.53,15647.03,99,14440.47,105619.09,Mobile Banking,Completed,Order placed by Nida Iqbal
236,1750,43,161,2025-01-06,2025-01-16,2025-01-07,Delivered,Standard,,346781.62,52017.24,233,25870.38,373161.48,EasyPaisa,Completed,Order placed by Yusuf Malik
237,370,34,84,2025-07-20,2025-07-23,2025-07-26,Delivered,Standard,,320570.8,48085.62,351,48180.2,320827.23,JazzCash,Completed,Order placed by Hamza Malik
238,1279,12,235,2023-12-22,2023-12-24,2023-12-27,Shipped,Same Day,,308342.52,46251.38,440,38509.48,316524.42,JazzCash,Completed,Order placed by Zara Nadeem
239,162,12,245,2024-01-14,2024-01-19,2024-01-19,Shipped,Express,,23142.78,3471.42,159,199.22,26573.99,Cash,Completed,Order placed by Hassan Naqvi
240,20,50,280,2024-04-22,2024-04-28,2024-04-23,Delivered,Standard,,429723.98,64458.6,199,52715.02,441666.56,Mobile Banking,Completed,Order placed by Sumaya Rashid
241,939,43,180,2024-10-01,2024-10-13,2024-10-08,Shipped,Same Day,,614371.46,92155.72,319,64529.54,642316.64,JazzCash,Completed,Order placed by Sana Rehman
242,1354,46,131,2024-02-04,2024-02-18,2024-02-09,Delivered,Express,,436317.02,65447.55,196,35158.98,466801.6,JazzCash,Completed,Order placed by Hamza Naqvi
243,1169,53,178,2024-10-06,2024-10-09,2024-10-13,Delivered,Courier,,200353.13,30052.97,484,29750.87,201139.23,Mobile Banking,Completed,Order placed by Sana Nadeem
244,203,65,284,2023-09-12,2023-09-26,2023-09-13,Shipped,Courier,,121533.74,18230.06,382,6815.26,133330.55,Credit Card,Completed,Order placed by Hafsa Naqvi
245,720,55,34,2025-03-17,2025-03-26,,Processing,Express,,247010.75,37051.61,203,16847.25,267418.11,Debit Card,Pending,Order placed by Usman Hashmi
246,1874,31,25,2025-05-10,2025-05-12,2025-05-17,Shipped,Express,,150036.9,22505.53,368,19542.1,153368.32,Bank Transfer,Completed,Order placed by Hamza Khan
247,1905,60,109,2025-02-22,2025-02-24,2025-02-24,Shipped,Pickup,,55533.38,8330.01,489,12740.62,51611.77,Mobile Banking,Completed,Order placed by Jannat Farooq
248,281,22,222,2025-06-16,2025-06-22,2025-06-19,Delivered,Pickup,,299502.89,44925.43,57,25235.11,319250.22,Mobile Banking,Completed,Order placed by Arham Zahid
249,1171,41,14,2025-01-09,2025-01-14,2025-01-16,Shipped,Standard,,294939.46,44240.92,14,60225.54,278968.84,Mobile Banking,Completed,Order placed by Jannat Raza
250,1535,7,199,2025-03-23,2025-04-06,2025-03-29,Shipped,Same Day,,66832.52,10024.88,154,2656.48,74354.93,Debit Card,Completed,Order placed by Ahmed Khan
251,72,11,129,2024-03-25,2024-04-02,2024-04-01,Shipped,Courier,,168619.1,25292.86,495,25722.9,168684.05,EasyPaisa,Completed,Order placed by Abdullah Ali
252,1838,54,202,2025-05-23,2025-05-25,2025-05-26,Shipped,Standard,,44770.29,6715.54,389,4449.71,47425.12,Mobile Banking,Completed,Order placed by Yusuf Siddiqui
253,1465,47,215,2025-06-23,2025-06-29,2025-06-27,Shipped,Express,,498396.55,74759.48,128,54841.45,518442.57,EasyPaisa,Completed,Order placed by Hassan Waseem
254,993,20,224,2025-07-20,2025-07-27,2025-07-21,Shipped,Pickup,,9557.04,1433.56,135,782.96,10342.64,JazzCash,Completed,Order placed by Ibrahim Raza
255,333,61,112,2025-01-29,2025-02-08,2025-02-02,Shipped,Pickup,,82246.38,12336.96,331,7912.62,87001.71,Credit Card,Completed,Order placed by Maryam Qureshi
256,1042,65,284,2024-02-07,2024-02-12,2024-02-11,Delivered,Express,,39452.87,5917.93,280,2281.13,43369.68,Debit Card,Completed,Order placed by Khadija Akhtar
257,1463,21,162,2024-06-21,2024-07-01,2024-06-24,Shipped,Same Day,,226777.54,34016.63,238,47390.46,213641.71,Debit Card,Completed,Order placed by Mahnoor Qureshi
258,1919,35,201,2023-09-11,2023-09-24,,Pending,Same Day,,1929.33,289.4,267,127.67,2358.06,Bank Transfer,Pending,Order placed by Aisha Abbas
259,1771,50,87,2024-03-29,2024-04-04,2024-03-30,Delivered,Standard,,89308.53,13396.28,93,12286.47,90511.34,EasyPaisa,Completed,Order placed by Zayan Khalid
260,759,11,290,2023-11-13,2023-11-23,2023-11-18,Delivered,Standard,,55247.99,8287.2,392,5393.01,58534.18,Credit Card,Completed,Order placed by Ibrahim Siddiqui
261,1020,30,221,2025-08-04,2025-08-06,2025-08-11,Shipped,Express,,29937.8,4490.67,217,257.2,34388.27,JazzCash,Completed,Order placed by Maryam Abbas
262,398,18,289,2025-01-02,2025-01-13,2025-01-09,Shipped,Express,,175421.99,26313.3,497,8073.01,194159.29,EasyPaisa,Completed,Order placed by Khadija Shah
263,1199,51,88,2024-07-04,2024-07-12,2024-07-06,Shipped,Pickup,,157436.87,23615.53,388,21092.13,160348.27,JazzCash,Completed,Order placed by Ahmed Farooq
264,782,15,207,2025-06-07,2025-06-19,2025-06-13,Delivered,Express,,164914.71,24737.21,391,16405.29,173637.64,Debit Card,Completed,Order placed by Sumaya Rashid
265,1349,31,78,2025-08-11,2025-08-17,2025-08-12,Delivered,Express,,291972.26,43795.84,182,45542.74,290407.37,Mobile Banking,Completed,Order placed by Ayesha Naeem
266,1008,29,239,2025-03-26,2025-04-04,2025-03-31,Shipped,Pickup,,52034.65,7805.2,466,9693.35,50612.49,Credit Card,Completed,Order placed by Maryam Rehman
267,212,55,37,2025-01-14,2025-01-19,2025-01-21,Shipped,Standard,,374410.42,56161.56,98,28858.58,401811.4,Mobile Banking,Completed,Order placed by Ayan Rehman
268,1271,11,75,2024-08-21,2024-08-29,,Pending,Standard,,36492.55,5473.88,400,1458.45,40907.97,Credit Card,Pending,Order placed by Ahmed Saleem
269,1964,13,122,2024-11-08,2024-11-12,2024-11-12,Shipped,Express,,126327.3,18949.09,10,5379.7,139906.69,Cash,Completed,Order placed by Umar Rizvi
270,1416,65,240,2025-08-16,2025-08-18,2025-08-22,Delivered,Express,,188253.17,28237.97,148,33973.83,182665.31,Cash,Completed,Order placed by Abdullah Rizvi
271,679,27,95,2025-04-04,2025-04-06,2025-04-11,Shipped,Pickup,,60133.19,9019.98,341,9051.81,60442.35,EasyPaisa,Completed,Order placed by Zoya Saleem
272,1711,17,93,2024-09-04,2024-09-13,2024-09-10,Shipped,Standard,,317628.23,47644.23,479,59204.77,306546.69,Debit Card,Completed,Order placed by Arham Malik
273,905,11,290,2025-05-26,2025-06-09,,Processing,Same Day,,106086.63,15912.99,213,20513.37,101699.26,Cash,Pending,Order placed by Hania Nadeem
274,1296,43,180,2024-02-11,2024-02-14,,Processing,Express,,20426.62,3063.99,442,3161.38,20771.24,EasyPaisa,Pending,Order placed by Ayesha Saleem
275,702,64,173,2024-11-11,2024-11-14,,Pending,Pickup,,176615.84,26492.38,443,30948.16,172603.06,Debit Card,Pending,Order placed by Rabia Khan
276,749,20,224,2024-10-17,2024-10-18,2024-10-19,Shipped,Courier,,48358.93,7253.84,303,7760.07,48155.69,JazzCash,Completed,Order placed by Rayyan Zaidi
277,1279,51,262,2023-10-21,2023-10-22,2023-10-23,Shipped,Standard,,288022.39,43203.36,91,20748.61,310568.13,Mobile Banking,Completed,Order placed by Zara Nadeem
278,1191,12,245,2025-05-30,2025-06-11,2025-06-03,Delivered,Pickup,,5297.61,794.64,317,1157.39,5251.87,Debit Card,Completed,Order placed by Usman Farooq
279,516,61,254,2025-04-15,2025-04-18,2025-04-19,Shipped,Same Day,,16661.39,2499.21,236,1648.61,17747.99,EasyPaisa,Completed,Order placed by Rabia Rehman
280,1292,27,95,2024-09-14,2024-09-25,2024-09-16,Delivered,Express,,205942.24,30891.34,431,27135.76,210128.81,Bank Transfer,Completed,Order placed by Ali Raza
281,1354,67,145,2025-03-29,2025-04-11,2025-04-05,Delivered,Same Day,,61924.67,9288.7,26,11759.33,59480.04,EasyPaisa,Completed,Order placed by Hamza Naqvi
282,1366,37,251,2025-01-06,2025-01-08,2025-01-07,Delivered,Courier,,471704.25,70755.64,64,49999.75,492524.15,JazzCash,Completed,Order placed by Amina Shah
283,374,5,57,2024-03-28,2024-03-30,2024-04-04,Delivered,Same Day,,164743.34,24711.5,139,21760.66,167833.18,Debit Card,Completed,Order placed by Usman Raza
284,936,72,116,2025-06-08,2025-06-13,2025-06-09,Delivered,Standard,,102404.61,15360.69,47,4795.39,113016.91,Debit Card,Completed,Order placed by Aisha Tariq
285,251,33,197,2025-07-17,2025-07-26,2025-07-22,Shipped,Pickup,,43020.77,6453.12,65,6399.23,43139.66,EasyPaisa,Completed,Order placed by Rayyan Rizvi
286,276,41,36,2023-11-01,2023-11-14,2023-11-08,Delivered,Express,,249928.51,37489.28,123,42285.49,245255.31,EasyPaisa,Completed,Order placed by Ali Khalid
287,1642,68,135,2025-02-06,2025-02-18,2025-02-07,Delivered,Courier,,350837.51,52625.63,318,47919.49,355861.64,Credit Card,Completed,Order placed by Arham Waseem
288,582,34,286,2025-05-19,2025-05-23,2025-05-26,Delivered,Standard,,226342.59,33951.39,95,22833.41,237555.57,EasyPaisa,Completed,Order placed by Ahmed Akhtar
289,1244,72,167,2024-08-02,2024-08-14,2024-08-05,Shipped,Same Day,,503313.24,75496.99,465,30154.76,549120.47,Debit Card,Completed,Order placed by Zoya Qureshi
290,688,56,244,2023-10-04,2023-10-18,2023-10-05,Delivered,Same Day,,60218.59,9032.79,336,13875.41,55711.98,Cash,Completed,Order placed by Sumaya Saeed
291,552,3,252,2023-12-17,2023-12-28,2023-12-21,Shipped,Standard,,52833.54,7925.03,44,10064.46,50738.12,Mobile Banking,Completed,Order placed by Rabia Iqbal
292,368,45,31,2025-05-06,2025-05-11,,Processing,Express,,185589.4,27838.41,334,17657.6,196104.22,Debit Card,Pending,Order placed by Nida Hashmi
293,930,38,219,2025-04-17,2025-04-22,2025-04-19,Delivered,Same Day,,121214.48,18182.17,237,24278.52,115355.14,Cash,Completed,Order placed by Aisha Saeed
