CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,DATE_OF_BIRTH,GENDER,MARITAL_STATUS,EDUCATION_LEVEL,ANNUAL_INCOME,CUSTOMER_SEGMENT,REGISTRATION_DATE,IS_ACTIVE
195,Sadia,Hashmi,sadia.hashmi@hotmail.com,+92-311-2743693,2000-08-22,F,Widowed,Master,950755,Regular,2024-09-26,True
196,Sumaya,Saeed,sumaya.saeed@gmail.com,+92-303-8006296,1957-03-02,F,Widowed,Higher Secondary,674971,Regular,2022-12-20,True
197,Hamza,Saeed,hamza.saeed@yahoo.com,+92-349-4138691,1978-04-03,F,Widowed,Bachelor,379585,Occasional,2022-04-22,False
198,Mariam,Siddiqui,mariam.siddiqui@outlook.com,+92-319-4070262,1982-01-20,M,Divorced,Master,633307,Regular,2021-03-14,True
199,Maryam,Naqvi,maryam.naqvi@outlook.com,+92-348-7520331,2000-04-06,Other,Married,PhD,323833,Occasional,2024-06-22,True
200,Zoya,Khalid,zoya.khalid@outlook.com,+92-328-8972220,1959-02-19,M,Widowed,Secondary,1179755,Regular,2023-04-04,True
201,Sumaya,Waseem,sumaya.waseem@yahoo.com,+92-330-9762340,1980-07-26,F,Divorced,Master,2304744,Premium,2022-08-11,True
202,Bilal,Khan,bilal.khan@outlook.com,+92-335-3798076,1991-10-26,Other,Widowed,Master,472490,Occasional,2021-04-03,True
203,Hafsa,Naqvi,hafsa.naqvi@gmail.com,+92-316-2561035,1951-08-24,M,Divorced,Higher Secondary,840093,Regular,2022-03-26,True
204,Sana,Rizvi,sana.rizvi@hotmail.com,+92-335-9646860,1944-09-06,M,Married,Secondary,662814,Regular,2023-12-11,True
205,Haris,Nadeem,haris.nadeem@outlook.com,+92-327-1913555,1956-01-02,F,Widowed,PhD,1358880,Regular,2023-05-05,True
206,Usman,Naqvi,usman.naqvi@yahoo.com,+92-312-5167262,1984-03-24,M,Single,Bachelor,813992,Regular,2022-10-09,True
207,Muhammad,Malik,muhammad.malik@hotmail.com,+92-302-5340630,1961-04-10,F,Divorced,Primary,317050,Occasional,2020-12-13,True
208,Hussein,Zahid,hussein.zahid@hotmail.com,+92-308-6089123,1993-02-27,Other,Widowed,Secondary,1449485,Regular,2021-04-27,True
209,Umar,Siddiqui,umar.siddiqui@outlook.com,+92-342-4769960,1994-10-14,M,Divorced,Primary,863566,Regular,2023-02-20,True
210,Nida,Farooq,nida.farooq@hotmail.com,+92-341-9255072,1979-05-15,M,Divorced,Master,3670073,Premium,2022-08-14,True
211,Alina,Hassan,alina.hassan@gmail.com,+92-320-5543401,1959-03-05,Other,Married,Secondary,1228178,Regular,2024-06-02,False
212,Ayan,Rehman,ayan.rehman@yahoo.com,+92-322-9603714,1960-12-03,M,Divorced,Primary,579902,Regular,2020-12-10,True
213,Haris,Hashmi,haris.hashmi@gmail.com,+92-322-6996355,1993-03-17,M,Married,PhD,1022820,Regular,2023-06-06,True
214,Yusuf,Waseem,yusuf.waseem@hotmail.com,+92-339-5084478,1994-02-20,F,Married,Master,3548929,Premium,2025-05-02,True
215,Ahmed,Khan,ahmed.khan@outlook.com,+92-304-9520936,1980-08-15,M,Single,Bachelor,3901830,Premium,2025-03-05,True
216,Bilal,Raza,bilal.raza@hotmail.com,+92-324-7861057,1963-01-11,Other,Widowed,Primary,435486,Occasional,2022-08-23,True
217,Ibrahim,Farooq,ibrahim.farooq@gmail.com,+92-322-7270331,1962-05-13,F,Widowed,Secondary,1248995,Regular,2023-05-28,True
218,Sumaya,Jafri,sumaya.jafri@yahoo.com,+92-306-4234640,1956-06-08,M,Widowed,Bachelor,484721,Occasional,2021-06-01,True
219,Abdullah,Khalid,abdullah.khalid@hotmail.com,+92-301-1520771,1979-03-01,F,Married,Higher Secondary,732088,Regular,2025-02-21,False
220,Zain,Rashid,zain.rashid@yahoo.com,+92-344-4792348,1993-12-03,Other,Married,Primary,1246638,Regular,2021-03-06,True
221,Hafsa,Khan,hafsa.khan@hotmail.com,+92-340-2555678,1999-01-12,F,Divorced,Primary,1073647,Regular,2022-05-11,True
222,Muhammad,Rizvi,muhammad.rizvi@hotmail.com,+92-326-9002814,2000-11-17,Other,Divorced,Other,2862937,Premium,2022-08-20,True
223,Mariam,Qureshi,mariam.qureshi@outlook.com,+92-306-1572779,1953-12-06,Other,Widowed,Secondary,1512026,Premium,2024-08-26,False
224,Haris,Zaidi,haris.zaidi@yahoo.com,+92-323-6670328,1982-12-14,M,Divorced,Primary,624219,Regular,2024-02-12,False
225,Ali,Shah,ali.shah@hotmail.com,+92-320-9776403,1950-10-04,M,Widowed,PhD,3681347,Premium,2021-04-13,False
226,Ahmed,Farooq,ahmed.farooq@hotmail.com,+92-328-5578919,1954-08-01,Other,Married,Bachelor,512597,Regular,2021-02-11,True
227,Hafsa,Khan,hafsa.khan@hotmail.com,+92-345-9871840,1988-02-23,Other,Single,Other,785591,Occasional,2021-12-17,True
228,Mahnoor,Rashid,mahnoor.rashid@outlook.com,+92-338-2390437,1968-06-10,F,Widowed,PhD,206380,Occasional,2024-02-01,True
229,Muhammad,Naqvi,muhammad.naqvi@yahoo.com,+92-307-3211778,1993-08-20,Other,Divorced,Bachelor,742147,Regular,2024-11-18,True
230,Amaan,Hussain,amaan.hussain@outlook.com,+92-300-7572786,1954-04-02,M,Divorced,Secondary,892575,Regular,2025-01-18,True
231,Mariam,Iqbal,mariam.iqbal@outlook.com,+92-335-9821346,1966-06-18,M,Single,PhD,1424254,Regular,2024-08-09,True
232,Zayan,Ali,zayan.ali@gmail.com,+92-320-2239306,1992-08-02,M,Divorced,Secondary,1448032,Regular,2021-06-22,True
233,Alina,Abbas,alina.abbas@yahoo.com,+92-331-5403320,1991-10-28,Other,Single,PhD,2759825,Premium,2022-11-22,True
234,Arham,Akhtar,arham.akhtar@hotmail.com,+92-337-6934434,1960-09-18,Other,Married,Primary,399625,Occasional,2020-09-25,True
235,Fatima,Siddiqui,fatima.siddiqui@gmail.com,+92-329-7737252,1965-07-06,F,Widowed,Master,750576,Regular,2020-10-06,True
236,Bilal,Rizvi,bilal.rizvi@yahoo.com,+92-325-4840505,1980-12-05,F,Widowed,Bachelor,633070,Occasional,2021-07-11,False
237,Alina,Khan,alina.khan@hotmail.com,+92-323-7353268,1959-09-21,F,Widowed,Secondary,716010,Occasional,2020-11-08,True
238,Sumaya,Siddiqui,sumaya.siddiqui@hotmail.com,+92-317-3315126,1950-08-06,F,Married,Other,549014,Occasional,2024-11-17,True
239,Nida,Waseem,nida.waseem@yahoo.com,+92-340-6739912,1989-12-20,Other,Divorced,PhD,263423,Occasional,2023-08-29,True
240,Ayesha,Naqvi,ayesha.naqvi@gmail.com,+92-303-7719383,1974-11-14,F,Widowed,Secondary,771734,Regular,2020-11-07,True
241,Amaan,Rashid,amaan.rashid@outlook.com,+92-303-9021227,1952-04-07,Other,Divorced,Master,930455,Regular,2024-11-20,False
242,Amina,Waseem,amina.waseem@outlook.com,+92-312-1286644,1944-08-13,F,Widowed,Primary,1373433,Regular,2021-11-30,True
243,Ibrahim,Shah,ibrahim.shah@hotmail.com,+92-306-1544530,1966-03-15,Other,Single,Primary,977141,Regular,2021-12-19,True
244,Sumaya,Malik,sumaya.malik@yahoo.com,+92-309-1784986,1954-06-28,F,Divorced,Higher Secondary,951878,Regular,2024-02-02,True
245,Zayan,Rizvi,zayan.rizvi@outlook.com,+92-349-1160299,1982-03-10,M,Widowed,Master,583909,Occasional,2023-07-06,True
246,Sana,Zahid,sana.zahid@outlook.com,+92-302-7864780,1975-02-24,M,Divorced,Primary,1069382,Regular,2023-12-28,True
247,Sumaya,Zahid,sumaya.zahid@gmail.com,+92-343-8788785,1995-06-02,Other,Single,Primary,742086,Occasional,2022-12-22,True
248,Hafsa,Hashmi,hafsa.hashmi@yahoo.com,+92-340-6754543,1947-07-21,F,Widowed,Secondary,1188399,Regular,2021-10-30,True
249,Ayesha,Rizwan,ayesha.rizwan@yahoo.com,+92-343-3551306,2001-08-10,Other,Divorced,Secondary,969523,Regular,2022-10-24,True
250,Abdullah,Rizwan,abdullah.rizwan@yahoo.com,+92-315-5159903,1969-01-16,F,Married,Secondary,255241,Occasional,2022-10-06,True
251,Rayyan,Rizvi,rayyan.rizvi@yahoo.com,+92-319-9336317,1975-03-22,M,Widowed,Primary,1441210,Regular,2023-03-14,True
252,Zain,Shah,zain.shah@hotmail.com,+92-311-4799611,1975-06-13,Other,Single,Higher Secondary,1142647,Regular,2023-11-12,False
253,Ayan,Abbas,ayan.abbas@hotmail.com,+92-307-3069175,2005-05-04,M,Divorced,Primary,1418582,Regular,2021-09-23,True
254,Jannat,Hassan,jannat.hassan@outlook.com,+92-340-8774702,1959-01-17,F,Divorced,Higher Secondary,907797,Regular,2024-03-03,True
255,Amina,Shah,amina.shah@outlook.com,+92-333-8517276,1978-11-23,Other,Divorced,Bachelor,542107,Regular,2024-06-30,True
256,Shahzad,Rizwan,shahzad.rizwan@yahoo.com,+92-329-8882565,1966-11-07,F,Single,Secondary,600374,Occasional,2022-12-10,False
257,Yusuf,Khan,yusuf.khan@yahoo.com,+92-339-7904964,1964-09-06,F,Widowed,Primary,2966158,Premium,2025-08-06,True
258,Alina,Raza,alina.raza@gmail.com,+92-309-4870165,1979-05-19,F,Married,Master,395781,Occasional,2023-09-25,True
259,Sumaya,Khan,sumaya.khan@outlook.com,+92-313-3396456,1952-10-17,M,Single,Bachelor,800443,Regular,2025-03-31,True
260,Ali,Farooq,ali.farooq@gmail.com,+92-348-9211861,1986-05-26,F,Widowed,Secondary,1301457,Regular,2023-07-19,True
261,Nida,Ahmed,nida.ahmed@yahoo.com,+92-347-1116789,1962-09-13,M,Married,Secondary,577604,Occasional,2024-02-20,True
262,Shahzad,Nadeem,shahzad.nadeem@hotmail.com,+92-340-6535971,1978-12-17,F,Single,Higher Secondary,13761028,VIP,2023-12-27,True
263,Hania,Siddiqui,hania.siddiqui@outlook.com,+92-309-4954291,1963-04-12,F,Married,PhD,660241,Regular,2022-05-24,True
264,Ayan,Saleem,ayan.saleem@gmail.com,+92-329-8125847,1974-09-03,F,Single,Other,1157838,Regular,2021-09-13,True
265,Zara,Saeed,zara.saeed@outlook.com,+92-321-7975462,1970-02-21,Other,Married,Other,9859907,VIP,2020-12-09,False
266,Shahzad,Farooq,shahzad.farooq@gmail.com,+92-346-3045784,1949-07-18,M,Married,Primary,11886584,VIP,2022-03-28,True
267,Sana,Saleem,sana.saleem@yahoo.com,+92-335-4898152,1988-02-08,Other,Married,Bachelor,542219,Regular,2021-08-19,True
268,Hania,Saleem,hania.saleem@outlook.com,+92-321-9922633,1945-03-22,M,Married,Bachelor,626059,Regular,2022-11-28,True
269,Jannat,Rashid,jannat.rashid@yahoo.com,+92-303-8276265,1976-02-21,M,Married,PhD,8846684,VIP,2021-11-10,False
270,Khadija,Nadeem,khadija.nadeem@yahoo.com,+92-315-5297011,1957-02-24,Other,Widowed,PhD,610910,Occasional,2024-06-18,True
271,Sumaya,Hashmi,sumaya.hashmi@yahoo.com,+92-308-4485509,1957-06-24,Other,Widowed,Bachelor,1089555,Regular,2021-09-04,True
272,Hussein,Tariq,hussein.tariq@yahoo.com,+92-349-5139045,1964-04-15,Other,Divorced,Higher Secondary,680580,Occasional,2021-04-09,False
273,Ayesha,Naqvi,ayesha.naqvi@gmail.com,+92-338-9690565,1952-04-06,F,Married,Bachelor,7933663,VIP,2022-06-01,True
274,Fatima,Zahid,fatima.zahid@gmail.com,+92-330-9702785,1949-06-07,M,Single,Other,1428188,Regular,2025-01-03,True
275,Noor,Ali,noor.ali@gmail.com,+92-313-3884037,1972-02-19,M,Widowed,Master,316312,Occasional,2023-11-17,True
276,Ali,Khalid,ali.khalid@hotmail.com,+92-346-2451612,1972-12-02,M,Married,PhD,962009,Regular,2021-12-18,False
277,Zain,Akhtar,zain.akhtar@yahoo.com,+92-328-7549770,1968-05-01,Other,Divorced,Master,660650,Occasional,2021-02-27,True
278,Ayan,Hassan,ayan.hassan@hotmail.com,+92-337-4822916,1979-12-21,F,Divorced,Bachelor,236041,Occasional,2025-02-01,False
279,Zoya,Iqbal,zoya.iqbal@hotmail.com,+92-303-6766720,1975-02-12,M,Single,Bachelor,2566371,Premium,2024-07-05,True
280,Ayesha,Malik,ayesha.malik@yahoo.com,+92-329-3883489,1986-03-03,Other,Widowed,PhD,621835,Regular,2021-03-03,False
281,Arham,Zahid,arham.zahid@hotmail.com,+92-332-9175099,1999-04-06,F,Divorced,Higher Secondary,1712578,Premium,2020-11-12,True
282,Alina,Saleem,alina.saleem@gmail.com,+92-333-4858265,1960-08-26,F,Single,Higher Secondary,839998,Regular,2023-01-14,True
283,Zoya,Khan,zoya.khan@yahoo.com,+92-340-6261854,1968-07-27,Other,Widowed,Secondary,991694,Regular,2024-01-31,False
284,Fatima,Iqbal,fatima.iqbal@outlook.com,+92-344-1525329,1987-04-18,F,Married,Primary,499418,Occasional,2023-01-22,True
285,Sumaya,Rashid,sumaya.rashid@outlook.com,+92-322-2280129,1969-08-06,M,Married,PhD,4177716,Premium,2023-11-22,False
286,Amaan,Raza,amaan.raza@yahoo.com,+92-309-6561605,1947-10-01,Other,Widowed,PhD,770280,Occasional,2022-06-09,True
287,Amina,Tariq,amina.tariq@outlook.com,+92-327-5741380,1970-08-03,Other,Widowed,Primary,12130612,VIP,2023-09-14,True
288,Sana,Naqvi,sana.naqvi@gmail.com,+92-322-1140747,1999-12-24,M,Divorced,Bachelor,544382,Regular,2025-06-14,True
289,Ibrahim,Jafri,ibrahim.jafri@hotmail.com,+92-322-9752287,1986-10-09,Other,Widowed,Secondary,4319128,Premium,2021-07-10,True
290,Shahzad,Naqvi,shahzad.naqvi@outlook.com,+92-311-6869059,1962-07-02,M,Widowed,Master,3636917,Premium,2022-06-18,True
291,Aisha,Rashid,aisha.rashid@yahoo.com,+92-341-6008512,1974-07-27,F,Married,Primary,641379,Occasional,2023-12-16,False
292,Hamza,Nadeem,hamza.nadeem@yahoo.com,+92-316-2323570,1963-07-17,F,Single,PhD,1171829,Regular,2025-02-15,True
293,Amina,Khalid,amina.khalid@yahoo.com,+92-315-2804715,1946-11-11,Other,Single,PhD,463852,Occasional,2024-05-13,True
294,Bilal,Rizvi,bilal.rizvi@gmail.com,+92-343-8065873,1967-06-22,F,Married,Master,4520281,Premium,2021-03-23,True
295,Noor,Siddiqui,noor.siddiqui@gmail.com,+92-337-6703747,1952-06-02,F,Single,Bachelor,422393,Occasional,2025-08-10,True
296,Usman,Ahmed,usman.ahmed@yahoo.com,+92-312-3073741,1951-06-16,Other,Single,Primary,1378629,Regular,2021-01-26,True
297,Hassan,Farooq,hassan.farooq@gmail.com,+92-302-4739174,1984-06-20,F,Single,Primary,3084117,Premium,2022-05-18,True
298,Ali,Hussain,ali.hussain@yahoo.com,+92-349-9514232,1949-11-15,Other,Divorced,Higher Secondary,1339513,Regular,2023-05-30,True
299,Bilal,Shah,bilal.shah@gmail.com,+92-300-5827376,1945-08-02,Other,Single,Higher Secondary,1299482,Regular,2021-01-16,False
300,Ayesha,Abbas,ayesha.abbas@gmail.com,+92-316-6257474,2002-06-01,Other,Single,Secondary,1118836,Regular,2024-06-11,True
301,Rayyan,Rashid,rayyan.rashid@yahoo.com,+92-301-7633685,1982-03-22,Other,Married,Secondary,769729,Regular,2021-02-02,True
302,Mariam,Rizvi,mariam.rizvi@hotmail.com,+92-327-2232701,1985-07-14,M,Married,Bachelor,1377923,Regular,2022-08-02,True
303,Rabia,Nadeem,rabia.nadeem@hotmail.com,+92-325-7185793,1944-11-02,F,Single,Bachelor,950378,Regular,2024-12-11,True
304,Hania,Akhtar,hania.akhtar@hotmail.com,+92-300-7816976,1975-11-20,F,Widowed,Other,617488,Regular,2023-08-18,True
305,Arham,Khan,arham.khan@outlook.com,+92-328-4616698,1979-05-18,Other,Widowed,Primary,789987,Regular,2021-10-08,True
306,Zoya,Nadeem,zoya.nadeem@hotmail.com,+92-303-5609828,1999-07-18,F,Single,PhD,1315357,Regular,2022-12-03,True
307,Zayan,Akhtar,zayan.akhtar@gmail.com,+92-344-9097542,1961-06-15,F,Single,Primary,969888,Regular,2024-07-21,True
308,Hassan,Ahmed,hassan.ahmed@outlook.com,+92-336-1448782,1947-02-04,M,Single,Master,892688,Regular,2020-09-01,True
309,Hafsa,Naeem,hafsa.naeem@gmail.com,+92-321-7422433,1983-10-16,F,Divorced,Bachelor,622156,Regular,2021-02-15,True
310,Ayesha,Siddiqui,ayesha.siddiqui@hotmail.com,+92-346-2277623,1954-05-27,M,Married,Master,842947,Regular,2021-04-22,True
311,Ayan,Naeem,ayan.naeem@outlook.com,+92-340-6640303,1998-02-12,F,Married,Primary,622872,Regular,2024-09-09,True
312,Noor,Raza,noor.raza@hotmail.com,+92-317-3561444,1993-10-02,F,Single,Other,941786,Regular,2025-04-10,False
313,Mariam,Rizvi,mariam.rizvi@yahoo.com,+92-316-8900633,1987-10-14,Other,Single,Other,1054004,Regular,2023-01-08,True
314,Shahzad,Jafri,shahzad.jafri@yahoo.com,+92-315-1600372,2005-05-20,Other,Married,Bachelor,2143515,Premium,2022-10-01,True
315,Zara,Ali,zara.ali@outlook.com,+92-306-7623892,1990-03-25,F,Single,Secondary,9757787,VIP,2025-05-29,True
316,Ibrahim,Waseem,ibrahim.waseem@hotmail.com,+92-348-5301993,2001-11-28,M,Widowed,Other,7546735,VIP,2020-11-08,False
317,Zara,Rizwan,zara.rizwan@yahoo.com,+92-307-7983783,1962-06-17,F,Widowed,Higher Secondary,770577,Occasional,2023-03-13,False
318,Maryam,Naeem,maryam.naeem@gmail.com,+92-332-1261883,1964-09-06,Other,Single,Primary,1078054,Regular,2022-09-20,True
319,Zayan,Rehman,zayan.rehman@hotmail.com,+92-317-7669484,1954-06-21,M,Married,Master,599402,Occasional,2024-09-30,True
320,Zayan,Waseem,zayan.waseem@yahoo.com,+92-338-7946115,1987-02-22,Other,Widowed,Secondary,850193,Regular,2023-04-27,False
321,Arham,Abbas,arham.abbas@gmail.com,+92-325-4533877,1964-01-23,F,Single,PhD,628650,Regular,2021-05-24,False
322,Yusuf,Jafri,yusuf.jafri@outlook.com,+92-340-3817921,1953-01-23,F,Widowed,Master,1738165,Premium,2024-12-05,True
323,Mariam,Ali,mariam.ali@outlook.com,+92-304-7591601,1992-07-09,F,Divorced,Higher Secondary,10168807,VIP,2021-12-10,False
324,Umar,Abbas,umar.abbas@gmail.com,+92-310-5191287,1977-01-04,M,Widowed,Other,5478959,VIP,2024-09-21,True
325,Ayan,Zahid,ayan.zahid@hotmail.com,+92-341-4290017,1966-04-07,M,Married,PhD,1279234,Regular,2023-05-19,True
326,Hussein,Rehman,hussein.rehman@yahoo.com,+92-338-1622644,1964-01-25,F,Divorced,Secondary,1089781,Regular,2022-12-13,False
327,Ahmed,Saeed,ahmed.saeed@yahoo.com,+92-316-9576218,1956-09-18,M,Divorced,Other,210435,Occasional,2025-07-07,True
328,Muhammad,Saleem,muhammad.saleem@yahoo.com,+92-324-1098550,1944-06-25,Other,Widowed,Higher Secondary,1359152,Regular,2020-11-06,True
329,Hassan,Qureshi,hassan.qureshi@yahoo.com,+92-326-4891291,2000-03-04,F,Divorced,Primary,388944,Occasional,2021-01-18,True
330,Nida,Raza,nida.raza@gmail.com,+92-324-5451608,1977-04-19,F,Divorced,Other,1059847,Regular,2021-02-02,True
331,Muhammad,Iqbal,muhammad.iqbal@outlook.com,+92-342-4105662,1957-05-23,F,Divorced,Bachelor,2126388,Premium,2021-04-03,True
332,Ayan,Ahmed,ayan.ahmed@gmail.com,+92-331-6947197,1992-11-08,Other,Married,Higher Secondary,9707560,VIP,2024-10-30,True
333,Maryam,Qureshi,maryam.qureshi@yahoo.com,+92-323-3418021,2004-04-09,Other,Widowed,Secondary,1037240,Regular,2025-02-11,True
334,Mariam,Rashid,mariam.rashid@hotmail.com,+92-303-6203377,2005-07-06,F,Divorced,Other,491868,Occasional,2022-06-14,True
335,Zoya,Siddiqui,zoya.siddiqui@hotmail.com,+92-329-6344798,1984-03-19,Other,Widowed,PhD,781849,Regular,2021-04-21,True
336,Alina,Naeem,alina.naeem@hotmail.com,+92-314-3949967,1977-09-09,M,Single,Higher Secondary,1133778,Regular,2020-12-15,True
337,Rayyan,Raza,rayyan.raza@gmail.com,+92-331-1427682,1948-04-17,Other,Widowed,Bachelor,3533743,Premium,2022-10-04,True
338,Ibrahim,Khan,ibrahim.khan@hotmail.com,+92-324-1437975,1992-09-13,F,Single,Secondary,742020,Regular,2022-07-25,True
339,Rabia,Rizwan,rabia.rizwan@outlook.com,+92-309-5055004,1947-10-18,Other,Divorced,Other,996031,Regular,2025-07-19,True
340,Zara,Farooq,zara.farooq@gmail.com,+92-328-2473745,1957-07-09,M,Divorced,Other,533139,Regular,2020-12-25,False
341,Rayyan,Rashid,rayyan.rashid@hotmail.com,+92-341-6072292,1984-05-17,M,Married,PhD,1230480,Regular,2021-07-15,True
342,Ibrahim,Khan,ibrahim.khan@yahoo.com,+92-309-3028784,1951-08-09,F,Divorced,Master,1184568,Regular,2022-08-23,True
343,Bilal,Khan,bilal.khan@gmail.com,+92-303-1470916,1961-11-15,M,Married,Master,512524,Occasional,2023-08-20,True
344,Yusuf,Zahid,yusuf.zahid@outlook.com,+92-317-6392339,1989-07-15,F,Divorced,Other,679661,Occasional,2023-03-31,True
345,Hafsa,Ali,hafsa.ali@yahoo.com,+92-332-8028067,1975-09-27,M,Divorced,Bachelor,339106,Occasional,2023-09-25,True
346,Mariam,Hashmi,mariam.hashmi@outlook.com,+92-324-3734803,1971-03-20,M,Divorced,Bachelor,355306,Occasional,2023-12-23,True
347,Noor,Saeed,noor.saeed@hotmail.com,+92-313-2459435,2005-07-17,Other,Divorced,Higher Secondary,811410,Regular,2022-03-12,True
348,Rayyan,Malik,rayyan.malik@outlook.com,+92-306-3693298,2000-11-07,M,Married,Bachelor,3081637,Premium,2022-01-23,False
349,Zoya,Qureshi,zoya.qureshi@yahoo.com,+92-328-2210918,1957-12-20,F,Married,Primary,1371283,Regular,2023-07-13,True
350,Mariam,Farooq,mariam.farooq@yahoo.com,+92-319-5731329,1954-11-08,Other,Married,PhD,6926188,VIP,2023-12-24,True
351,Zoya,Rizwan,zoya.rizwan@yahoo.com,+92-343-7452626,1956-12-20,M,Widowed,Master,589646,Regular,2024-09-16,True
352,Ayan,Rashid,ayan.rashid@hotmail.com,+92-345-6411068,1997-02-07,F,Divorced,Higher Secondary,903238,Regular,2023-07-26,True
353,Rayyan,Siddiqui,rayyan.siddiqui@hotmail.com,+92-340-6987026,1973-05-01,Other,Widowed,Secondary,1304666,Regular,2025-07-18,False
354,Haris,Farooq,haris.farooq@outlook.com,+92-349-5331650,1986-02-13,M,Single,Bachelor,691499,Regular,2020-12-19,False
355,Jannat,Rashid,jannat.rashid@hotmail.com,+92-308-2854714,1949-09-13,F,Widowed,Other,1111543,Regular,2025-05-14,True
356,Jannat,Malik,jannat.malik@hotmail.com,+92-303-7051201,1974-05-15,Other,Married,Higher Secondary,1255887,Regular,2025-02-24,False
357,Noor,Qureshi,noor.qureshi@hotmail.com,+92-348-3835534,1997-10-26,M,Divorced,Bachelor,585414,Occasional,2022-05-24,True
358,Ayan,Ahmed,ayan.ahmed@yahoo.com,+92-330-9139674,1945-12-02,Other,Married,Master,1294052,Regular,2023-11-29,True
359,Hassan,Khalid,hassan.khalid@yahoo.com,+92-344-7211399,1991-05-13,M,Divorced,Higher Secondary,773427,Regular,2021-07-13,False
360,Sana,Naeem,sana.naeem@hotmail.com,+92-329-1737717,1944-12-01,Other,Single,Other,772408,Regular,2022-04-29,True
361,Ayesha,Farooq,ayesha.farooq@outlook.com,+92-340-7738573,1955-02-04,Other,Single,Master,551674,Regular,2022-11-18,True
362,Hamza,Malik,hamza.malik@hotmail.com,+92-303-1825023,1998-08-12,M,Single,Primary,752590,Occasional,2021-11-09,True
363,Yusuf,Iqbal,yusuf.iqbal@outlook.com,+92-314-5141669,1967-06-18,Other,Married,Bachelor,2166866,Premium,2022-05-07,False
364,Zain,Farooq,zain.farooq@hotmail.com,+92-307-7789965,1987-10-04,Other,Married,Secondary,753884,Regular,2024-07-23,True
365,Bilal,Iqbal,bilal.iqbal@gmail.com,+92-340-1164737,1996-06-04,F,Widowed,Master,310825,Occasional,2024-12-13,True
366,Amina,Rizwan,amina.rizwan@hotmail.com,+92-347-7130047,1961-06-22,M,Widowed,Primary,707137,Regular,2023-12-19,True
367,Sumaya,Hassan,sumaya.hassan@gmail.com,+92-322-5022952,1960-03-24,F,Married,Master,241517,Occasional,2024-10-07,True
368,Nida,Hashmi,nida.hashmi@hotmail.com,+92-301-1942074,1981-07-07,Other,Single,Primary,732224,Occasional,2023-03-28,True
369,Ayan,Saeed,ayan.saeed@hotmail.com,+92-311-4018692,2005-01-06,M,Divorced,Other,589902,Occasional,2020-10-16,True
370,Hamza,Malik,hamza.malik@hotmail.com,+92-339-1748568,1982-08-06,M,Married,Secondary,736209,Regular,2024-08-19,True
371,Yusuf,Raza,yusuf.raza@gmail.com,+92-348-8501020,1990-02-22,F,Divorced,PhD,750950,Regular,2025-03-11,True
372,Ibrahim,Qureshi,ibrahim.qureshi@gmail.com,+92-307-9704322,1947-03-04,M,Single,Higher Secondary,892290,Regular,2024-09-06,True
373,Sana,Nadeem,sana.nadeem@gmail.com,+92-317-4516748,1973-07-21,F,Single,PhD,1223583,Regular,2022-09-04,True
374,Usman,Raza,usman.raza@outlook.com,+92-338-2189076,1962-04-25,M,Widowed,Other,2703932,Premium,2022-09-26,False
375,Ibrahim,Naeem,ibrahim.naeem@hotmail.com,+92-345-1550528,1998-09-27,Other,Single,Higher Secondary,746872,Occasional,2024-10-24,True
376,Haris,Naqvi,haris.naqvi@gmail.com,+92-313-8540952,1982-12-19,Other,Single,Primary,837808,Regular,2022-12-31,False
